Storm_ID,Name,Year,Date,Lat,Lon,Wind_Knots,Pressure_mb,R34_NE,R34_SE,R34_SW,R34_NW,R64_NE,R64_SE,R64_SW,R64_NW
AL172022,NICOLE,2022,2022-11-10,29.2,-83.0,40,989,200,60,100,130,0,0,0,0
AL172022,NICOLE,2022,2022-11-11,30.1,-84.0,35,992,200,60,100,100,0,0,0,0
AL172022,NICOLE,2022,2022-11-11,31.2,-84.6,30,996,0,0,0,0,0,0,0,0
AL172022,NICOLE,2022,2022-11-11,33.2,-84.6,25,999,0,0,0,0,0,0,0,0
AL172022,NICOLE,2022,2022-11-11,35.4,-83.8,25,1000,0,0,0,0,0,0,0,0
AL022023,ARLENE,2023,2023-05-31,26.4,-85.9,20,1009,0,0,0,0,0,0,0,0
AL022023,ARLENE,2023,2023-06-01,26.7,-85.7,20,1008,0,0,0,0,0,0,0,0
AL022023,ARLENE,2023,2023-06-01,27.2,-85.8,25,1008,0,0,0,0,0,0,0,0
AL022023,ARLENE,2023,2023-06-01,27.7,-86.2,30,1007,0,0,0,0,0,0,0,0
AL022023,ARLENE,2023,2023-06-01,28.0,-86.5,30,1007,0,0,0,0,0,0,0,0
AL022023,ARLENE,2023,2023-06-02,27.7,-86.5,30,1006,0,0,0,0,0,0,0,0
AL022023,ARLENE,2023,2023-06-02,27.3,-86.4,35,1004,60,0,0,60,0,0,0,0
AL022023,ARLENE,2023,2023-06-02,27.0,-86.3,35,1002,60,0,0,60,0,0,0,0
AL022023,ARLENE,2023,2023-06-02,26.7,-86.0,35,1000,60,0,0,60,0,0,0,0
AL022023,ARLENE,2023,2023-06-03,25.9,-85.7,35,998,0,0,0,60,0,0,0,0
AL022023,ARLENE,2023,2023-06-03,25.0,-85.6,30,999,0,0,0,0,0,0,0,0
AL022023,ARLENE,2023,2023-06-03,24.4,-85.3,25,1000,0,0,0,0,0,0,0,0
AL022023,ARLENE,2023,2023-06-03,23.9,-85.0,25,1001,0,0,0,0,0,0,0,0
AL022023,ARLENE,2023,2023-06-04,23.5,-84.1,25,1002,0,0,0,0,0,0,0,0
AL022023,ARLENE,2023,2023-06-04,23.3,-83.0,25,1002,0,0,0,0,0,0,0,0
AL032023,BRET,2023,2023-06-19,10.7,-37.3,30,1009,0,0,0,0,0,0,0,0
AL032023,BRET,2023,2023-06-19,10.9,-39.1,30,1009,0,0,0,0,0,0,0,0
AL032023,BRET,2023,2023-06-19,11.1,-40.9,35,1008,40,30,0,0,0,0,0,0
AL032023,BRET,2023,2023-06-20,11.3,-42.7,35,1008,40,30,0,40,0,0,0,0
AL032023,BRET,2023,2023-06-20,11.5,-44.5,35,1008,40,30,0,40,0,0,0,0
AL032023,BRET,2023,2023-06-20,11.7,-46.3,35,1008,50,40,0,50,0,0,0,0
AL032023,BRET,2023,2023-06-20,12.0,-48.0,40,1006,50,40,0,50,0,0,0,0
AL032023,BRET,2023,2023-06-21,12.4,-49.4,45,1004,50,40,0,50,0,0,0,0
AL032023,BRET,2023,2023-06-21,12.7,-50.7,50,1001,60,40,0,60,0,0,0,0
AL032023,BRET,2023,2023-06-21,13.0,-52.0,50,1001,70,40,0,70,0,0,0,0
AL032023,BRET,2023,2023-06-21,13.3,-53.3,55,1000,90,40,0,80,0,0,0,0
AL032023,BRET,2023,2023-06-22,13.4,-54.6,55,999,100,40,0,80,0,0,0,0
AL032023,BRET,2023,2023-06-22,13.5,-55.9,60,996,100,40,0,90,0,0,0,0
AL032023,BRET,2023,2023-06-22,13.5,-57.3,60,998,110,60,0,100,0,0,0,0
AL032023,BRET,2023,2023-06-22,13.4,-58.8,55,1000,110,80,0,110,0,0,0,0
AL032023,BRET,2023,2023-06-23,13.3,-60.3,55,1001,110,80,0,110,0,0,0,0
AL032023,BRET,2023,2023-06-23,13.3,-61.2,55,1001,110,80,0,110,0,0,0,0
AL032023,BRET,2023,2023-06-23,13.3,-62.0,50,1001,110,80,0,110,0,0,0,0
AL032023,BRET,2023,2023-06-23,13.2,-63.8,50,1002,120,80,0,120,0,0,0,0
AL032023,BRET,2023,2023-06-23,13.1,-65.6,45,1003,120,0,0,120,0,0,0,0
AL032023,BRET,2023,2023-06-24,13.0,-67.4,45,1004,90,0,0,90,0,0,0,0
AL032023,BRET,2023,2023-06-24,13.0,-69.2,40,1005,90,0,0,60,0,0,0,0
AL032023,BRET,2023,2023-06-24,13.0,-70.9,40,1007,90,0,0,40,0,0,0,0
AL062023,GERT,2023,2023-08-19,14.7,-46.6,30,1008,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-19,15.4,-47.8,30,1007,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-19,16.1,-48.8,30,1006,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-19,16.6,-49.9,30,1006,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-20,16.9,-51.1,30,1006,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-20,16.8,-52.3,30,1006,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-20,16.7,-53.3,35,1005,40,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-20,16.6,-54.2,35,1005,40,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-21,16.6,-55.1,35,1005,60,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-21,16.6,-55.9,35,1005,60,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-21,16.7,-56.6,30,1006,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-21,16.9,-57.2,25,1006,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-22,17.0,-57.9,25,1006,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-22,17.1,-58.7,25,1007,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-22,17.4,-59.5,25,1008,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-22,17.7,-60.1,25,1008,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-23,18.1,-60.2,25,1008,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-23,18.3,-59.7,25,1008,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-23,18.5,-59.2,25,1009,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-23,18.3,-59.0,25,1009,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-24,18.1,-58.9,20,1010,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-24,17.7,-58.7,20,1010,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-24,17.3,-58.5,20,1010,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-24,16.9,-58.6,20,1010,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-25,16.5,-58.8,20,1010,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-25,16.1,-59.1,20,1010,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-25,16.0,-59.3,20,1010,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-25,16.0,-59.5,20,1010,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-26,16.1,-59.7,20,1010,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-26,16.3,-59.8,25,1010,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-26,16.9,-59.7,25,1010,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-26,17.8,-59.5,25,1010,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-27,18.7,-59.4,25,1010,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-27,19.4,-59.5,25,1010,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-27,19.9,-59.6,25,1010,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-27,20.2,-59.6,25,1010,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-28,20.5,-59.6,25,1010,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-28,20.8,-59.4,25,1010,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-28,21.2,-59.2,25,1010,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-28,21.6,-59.2,25,1010,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-29,22.3,-59.4,25,1011,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-29,23.0,-59.6,25,1011,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-29,23.8,-59.6,25,1012,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-29,24.6,-59.6,25,1012,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-30,25.4,-59.3,25,1012,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-30,26.2,-59.0,25,1010,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-30,27.0,-58.7,25,1010,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-30,27.5,-58.5,25,1009,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-31,28.0,-58.3,30,1009,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-31,28.4,-58.1,30,1008,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-31,28.5,-57.6,30,1008,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-08-31,28.6,-57.0,30,1007,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-09-01,28.8,-56.4,30,1006,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-09-01,28.8,-55.7,30,1006,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-09-01,28.4,-55.2,30,1006,0,0,0,0,0,0,0,0
AL062023,GERT,2023,2023-09-01,27.9,-54.8,35,1005,0,30,30,0,0,0,0,0
AL062023,GERT,2023,2023-09-02,27.7,-54.6,35,1005,0,30,30,0,0,0,0,0
AL062023,GERT,2023,2023-09-02,27.6,-54.4,40,1003,20,40,40,0,0,0,0,0
AL062023,GERT,2023,2023-09-02,27.7,-54.1,45,999,20,50,40,0,0,0,0,0
AL062023,GERT,2023,2023-09-02,28.1,-53.8,45,999,30,50,40,0,0,0,0,0
AL062023,GERT,2023,2023-09-03,28.6,-53.5,50,998,30,50,40,0,0,0,0,0
AL062023,GERT,2023,2023-09-03,29.3,-53.0,50,998,30,50,40,0,0,0,0,0
AL062023,GERT,2023,2023-09-03,30.4,-52.4,50,998,30,50,40,0,0,0,0,0
AL062023,GERT,2023,2023-09-03,31.9,-51.6,45,999,30,50,30,0,0,0,0,0
AL062023,GERT,2023,2023-09-04,33.9,-50.9,45,1000,40,50,30,0,0,0,0,0
AL062023,GERT,2023,2023-09-04,36.5,-50.7,45,1000,40,60,30,0,0,0,0,0
AL062023,GERT,2023,2023-09-04,39.4,-50.8,40,1001,40,60,0,0,0,0,0,0
AL082023,FRANKLIN,2023,2023-08-19,12.8,-60.5,25,1006,0,0,0,0,0,0,0,0
AL082023,FRANKLIN,2023,2023-08-20,13.1,-62.1,25,1006,0,0,0,0,0,0,0,0
AL082023,FRANKLIN,2023,2023-08-20,13.5,-63.7,30,1004,0,0,0,0,0,0,0,0
AL082023,FRANKLIN,2023,2023-08-20,14.0,-65.2,35,1002,30,0,0,30,0,0,0,0
AL082023,FRANKLIN,2023,2023-08-20,14.5,-66.6,40,1001,50,0,0,40,0,0,0,0
AL082023,FRANKLIN,2023,2023-08-21,14.8,-67.9,45,999,50,0,0,40,0,0,0,0
AL082023,FRANKLIN,2023,2023-08-21,14.8,-68.8,45,999,50,0,0,40,0,0,0,0
AL082023,FRANKLIN,2023,2023-08-21,14.6,-69.5,45,999,50,0,0,40,0,0,0,0
AL082023,FRANKLIN,2023,2023-08-21,14.1,-70.0,45,1002,50,60,0,40,0,0,0,0
AL082023,FRANKLIN,2023,2023-08-22,14.0,-70.4,45,1002,50,60,0,40,0,0,0,0
AL082023,FRANKLIN,2023,2023-08-22,14.1,-70.9,40,1002,50,60,0,40,0,0,0,0
AL082023,FRANKLIN,2023,2023-08-22,14.8,-71.1,40,1003,50,60,0,40,0,0,0,0
AL082023,FRANKLIN,2023,2023-08-22,15.6,-71.3,35,1003,90,90,0,0,0,0,0,0
AL082023,FRANKLIN,2023,2023-08-23,16.5,-71.4,35,1003,90,90,0,0,0,0,0,0
AL082023,FRANKLIN,2023,2023-08-23,17.3,-71.4,40,1003,100,100,0,0,0,0,0,0
AL082023,FRANKLIN,2023,2023-08-23,17.9,-71.2,40,1003,100,100,0,0,0,0,0,0
AL082023,FRANKLIN,2023,2023-08-23,18.3,-71.1,40,1005,90,90,0,0,0,0,0,0
AL082023,FRANKLIN,2023,2023-08-23,19.4,-70.8,35,1004,90,90,0,0,0,0,0,0
AL082023,FRANKLIN,2023,2023-08-24,20.6,-70.6,40,1005,90,60,0,0,0,0,0,0
AL082023,FRANKLIN,2023,2023-08-24,21.6,-70.5,45,1001,90,60,0,0,0,0,0,0
AL082023,FRANKLIN,2023,2023-08-24,22.0,-70.0,50,998,90,100,0,0,0,0,0,0
AL082023,FRANKLIN,2023,2023-08-24,22.2,-69.3,50,1000,90,100,0,30,0,0,0,0
AL082023,FRANKLIN,2023,2023-08-25,22.4,-68.5,50,1000,80,90,0,30,0,0,0,0
AL082023,FRANKLIN,2023,2023-08-25,22.2,-68.1,50,1000,80,90,0,30,0,0,0,0
AL082023,FRANKLIN,2023,2023-08-25,21.9,-67.9,45,1003,80,100,0,30,0,0,0,0
AL082023,FRANKLIN,2023,2023-08-25,21.8,-67.3,45,1003,80,100,0,30,0,0,0,0
AL082023,FRANKLIN,2023,2023-08-26,22.2,-66.5,50,1002,80,100,30,30,0,0,0,0
AL082023,FRANKLIN,2023,2023-08-26,22.6,-66.0,55,992,100,100,30,60,0,0,0,0
AL082023,FRANKLIN,2023,2023-08-26,23.2,-66.5,65,989,120,100,30,70,15,0,0,0
AL082023,FRANKLIN,2023,2023-08-26,23.5,-67.3,70,982,120,100,30,70,20,0,0,0
AL082023,FRANKLIN,2023,2023-08-27,23.9,-67.9,75,977,120,100,50,80,20,10,0,0
AL082023,FRANKLIN,2023,2023-08-27,24.4,-68.5,75,973,120,100,50,80,20,10,0,10
AL082023,FRANKLIN,2023,2023-08-27,24.9,-69.1,80,970,120,100,60,80,20,10,0,10
AL082023,FRANKLIN,2023,2023-08-27,25.5,-69.7,80,967,120,100,70,80,20,10,10,10
AL082023,FRANKLIN,2023,2023-08-28,26.0,-70.3,85,964,120,110,80,80,20,20,10,20
AL082023,FRANKLIN,2023,2023-08-28,26.7,-70.6,100,951,130,110,100,80,25,20,10,20
AL082023,FRANKLIN,2023,2023-08-28,27.5,-70.9,125,937,130,110,110,80,30,20,20,20
AL082023,FRANKLIN,2023,2023-08-28,28.2,-71.1,125,931,130,120,110,80,30,25,20,20
AL082023,FRANKLIN,2023,2023-08-29,28.9,-71.1,130,926,130,120,80,90,30,25,20,20
AL082023,FRANKLIN,2023,2023-08-29,29.7,-71.0,120,935,130,120,80,90,30,25,20,20
AL082023,FRANKLIN,2023,2023-08-29,30.3,-70.7,115,941,130,120,80,90,30,25,20,20
AL082023,FRANKLIN,2023,2023-08-29,31.1,-70.2,110,947,130,120,80,90,30,25,20,20
AL082023,FRANKLIN,2023,2023-08-30,31.8,-69.5,100,953,130,120,80,90,30,25,20,20
AL082023,FRANKLIN,2023,2023-08-30,32.6,-68.7,95,956,130,140,120,80,35,40,25,20
AL082023,FRANKLIN,2023,2023-08-30,33.2,-67.8,95,958,130,140,120,90,35,40,25,20
AL082023,FRANKLIN,2023,2023-08-30,33.9,-66.7,90,960,120,150,130,90,35,40,25,20
AL082023,FRANKLIN,2023,2023-08-31,34.4,-65.2,90,961,120,150,130,90,35,40,25,20
AL082023,FRANKLIN,2023,2023-08-31,34.7,-63.9,85,963,120,150,130,90,40,50,35,20
AL082023,FRANKLIN,2023,2023-08-31,35.1,-62.6,85,964,120,140,140,80,40,50,40,20
AL082023,FRANKLIN,2023,2023-08-31,35.6,-61.1,80,969,120,140,140,80,40,50,40,20
AL082023,FRANKLIN,2023,2023-09-01,36.4,-59.7,75,975,120,140,140,80,40,50,40,20
AL082023,FRANKLIN,2023,2023-09-01,37.4,-58.2,70,978,110,150,130,150,40,40,40,30
AL082023,FRANKLIN,2023,2023-09-01,38.2,-56.6,65,982,100,160,120,220,30,30,50,50
AL082023,FRANKLIN,2023,2023-09-01,38.8,-54.6,70,979,180,200,150,230,30,30,50,50
AL082023,FRANKLIN,2023,2023-09-02,39.6,-52.0,70,979,270,240,180,240,0,40,50,50
AL082023,FRANKLIN,2023,2023-09-02,41.2,-48.8,70,980,270,240,180,240,0,40,50,50
AL082023,FRANKLIN,2023,2023-09-02,43.0,-45.9,65,981,270,240,210,180,0,0,60,60
AL082023,FRANKLIN,2023,2023-09-02,44.8,-43.4,65,982,280,250,200,180,0,0,70,70
AL082023,FRANKLIN,2023,2023-09-03,45.8,-41.0,65,984,280,250,200,200,0,90,90,0
AL082023,FRANKLIN,2023,2023-09-03,46.4,-38.7,60,986,200,250,200,180,0,0,0,0
AL082023,FRANKLIN,2023,2023-09-03,47.0,-36.2,55,988,130,250,220,180,0,0,0,0
AL082023,FRANKLIN,2023,2023-09-03,47.7,-33.4,55,990,130,250,220,180,0,0,0,0
AL082023,FRANKLIN,2023,2023-09-04,47.8,-30.8,50,991,130,180,220,180,0,0,0,0
AL082023,FRANKLIN,2023,2023-09-04,47.5,-28.6,45,993,130,180,200,210,0,0,0,0
AL082023,FRANKLIN,2023,2023-09-04,47.1,-27.3,40,994,0,0,200,240,0,0,0,0
AL082023,FRANKLIN,2023,2023-09-04,46.7,-26.8,40,995,0,0,210,210,0,0,0,0
AL082023,FRANKLIN,2023,2023-09-05,46.0,-26.6,40,995,0,0,210,210,0,0,0,0
AL082023,FRANKLIN,2023,2023-09-05,44.6,-26.3,40,995,0,0,210,150,0,0,0,0
AL082023,FRANKLIN,2023,2023-09-05,42.8,-25.4,40,995,0,0,210,120,0,0,0,0
AL082023,FRANKLIN,2023,2023-09-05,41.0,-23.8,40,995,0,0,180,120,0,0,0,0
AL082023,FRANKLIN,2023,2023-09-06,40.1,-21.6,35,995,0,120,150,0,0,0,0,0
AL082023,FRANKLIN,2023,2023-09-06,40.1,-19.4,35,995,0,120,150,0,0,0,0,0
AL082023,FRANKLIN,2023,2023-09-06,41.3,-17.7,40,993,0,120,150,0,0,0,0,0
AL082023,FRANKLIN,2023,2023-09-06,43.3,-16.5,45,992,60,120,90,0,0,0,0,0
AL082023,FRANKLIN,2023,2023-09-07,45.4,-16.0,50,991,120,90,30,60,0,0,0,0
AL082023,FRANKLIN,2023,2023-09-07,46.8,-16.1,50,991,120,90,30,60,0,0,0,0
AL082023,FRANKLIN,2023,2023-09-07,47.7,-16.3,45,993,120,90,30,60,0,0,0,0
AL082023,FRANKLIN,2023,2023-09-07,48.5,-16.5,40,996,0,80,0,0,0,0,0,0
AL082023,FRANKLIN,2023,2023-09-08,48.5,-17.2,35,998,0,80,0,0,0,0,0,0
AL082023,FRANKLIN,2023,2023-09-08,48.3,-17.8,30,1001,0,0,0,0,0,0,0,0
AL082023,FRANKLIN,2023,2023-09-08,47.9,-18.5,30,1004,0,0,0,0,0,0,0,0
AL082023,FRANKLIN,2023,2023-09-08,47.2,-18.9,30,1006,0,0,0,0,0,0,0,0
AL082023,FRANKLIN,2023,2023-09-09,46.3,-19.1,30,1007,0,0,0,0,0,0,0,0
AL082023,FRANKLIN,2023,2023-09-09,45.3,-19.4,30,1007,0,0,0,0,0,0,0,0
AL082023,FRANKLIN,2023,2023-09-09,44.1,-19.8,25,1008,0,0,0,0,0,0,0,0
AL082023,FRANKLIN,2023,2023-09-09,43.1,-20.3,25,1008,0,0,0,0,0,0,0,0
AL102023,IDALIA,2023,2023-08-26,20.8,-86.1,25,1006,0,0,0,0,0,0,0,0
AL102023,IDALIA,2023,2023-08-26,21.3,-86.2,25,1006,0,0,0,0,0,0,0,0
AL102023,IDALIA,2023,2023-08-27,21.1,-86.4,30,1004,0,0,0,0,0,0,0,0
AL102023,IDALIA,2023,2023-08-27,20.5,-86.8,30,1002,0,0,0,0,0,0,0,0
AL102023,IDALIA,2023,2023-08-27,19.9,-86.3,35,999,0,60,0,0,0,0,0,0
AL102023,IDALIA,2023,2023-08-27,19.9,-85.8,40,996,0,60,0,0,0,0,0,0
AL102023,IDALIA,2023,2023-08-28,19.8,-85.4,45,992,40,80,20,0,0,0,0,0
AL102023,IDALIA,2023,2023-08-28,19.9,-85.2,55,989,60,80,20,0,0,0,0,0
AL102023,IDALIA,2023,2023-08-28,20.6,-85.2,55,989,70,100,40,30,0,0,0,0
AL102023,IDALIA,2023,2023-08-28,21.2,-85.2,60,986,80,120,50,50,0,0,0,0
AL102023,IDALIA,2023,2023-08-29,21.8,-85.1,60,984,90,130,50,50,0,0,0,0
AL102023,IDALIA,2023,2023-08-29,22.6,-85.0,65,981,110,140,50,50,15,15,0,0
AL102023,IDALIA,2023,2023-08-29,23.8,-84.8,70,978,120,140,50,60,20,15,0,10
AL102023,IDALIA,2023,2023-08-29,25.3,-84.8,80,973,120,140,50,60,20,15,10,10
AL102023,IDALIA,2023,2023-08-30,26.9,-84.7,90,965,120,140,50,60,20,15,10,10
AL102023,IDALIA,2023,2023-08-30,28.3,-84.5,105,945,120,150,60,60,20,20,15,10
AL102023,IDALIA,2023,2023-08-30,29.1,-84.1,115,942,130,150,70,60,20,20,15,10
AL102023,IDALIA,2023,2023-08-30,29.9,-83.6,100,950,130,180,50,60,20,20,15,10
AL102023,IDALIA,2023,2023-08-30,30.0,-83.5,100,954,140,180,50,60,20,20,15,10
AL102023,IDALIA,2023,2023-08-30,31.5,-82.5,60,981,140,180,60,50,0,0,0,0
AL102023,IDALIA,2023,2023-08-31,32.7,-80.9,50,985,140,180,50,50,0,0,0,0
AL102023,IDALIA,2023,2023-08-31,33.5,-78.9,50,990,160,180,70,40,0,0,0,0
AL102023,IDALIA,2023,2023-08-31,33.7,-77.0,55,990,180,180,160,100,0,0,0,0
AL102023,IDALIA,2023,2023-08-31,33.6,-74.6,55,993,200,180,160,180,0,0,0,0
AL102023,IDALIA,2023,2023-09-01,33.4,-72.3,55,996,200,160,180,200,0,0,0,0
AL102023,IDALIA,2023,2023-09-01,32.7,-70.5,50,997,200,160,180,200,0,0,0,0
AL102023,IDALIA,2023,2023-09-01,32.3,-68.8,50,998,200,150,180,200,0,0,0,0
AL102023,IDALIA,2023,2023-09-01,32.1,-67.1,50,999,210,120,180,190,0,0,0,0
AL102023,IDALIA,2023,2023-09-02,31.9,-65.7,50,999,180,150,180,190,0,0,0,0
AL102023,IDALIA,2023,2023-09-02,31.8,-64.7,50,999,180,140,160,190,0,0,0,0
AL102023,IDALIA,2023,2023-09-02,31.8,-63.9,50,998,180,0,120,180,0,0,0,0
AL102023,IDALIA,2023,2023-09-02,31.8,-63.1,50,997,180,0,120,170,0,0,0,0
AL102023,IDALIA,2023,2023-09-03,32.0,-62.2,50,996,180,0,120,170,0,0,0,0
AL102023,IDALIA,2023,2023-09-03,32.5,-61.3,50,994,180,0,120,170,0,0,0,0
AL102023,IDALIA,2023,2023-09-03,33.4,-60.5,50,992,180,0,120,170,0,0,0,0
AL102023,IDALIA,2023,2023-09-03,34.9,-59.7,55,990,180,0,120,170,0,0,0,0
AL102023,IDALIA,2023,2023-09-04,36.2,-58.9,60,988,180,0,120,170,0,0,0,0
AL102023,IDALIA,2023,2023-09-04,37.6,-58.0,60,985,180,0,120,170,0,0,0,0
AL102023,IDALIA,2023,2023-09-04,39.2,-57.5,55,985,210,180,180,240,0,0,0,0
AL102023,IDALIA,2023,2023-09-04,40.5,-57.9,55,986,210,180,180,240,0,0,0,0
AL102023,IDALIA,2023,2023-09-05,41.1,-58.7,50,986,180,220,180,180,0,0,0,0
AL102023,IDALIA,2023,2023-09-05,41.6,-59.1,50,986,180,220,180,180,0,0,0,0
AL102023,IDALIA,2023,2023-09-05,42.2,-59.3,45,986,100,180,200,80,0,0,0,0
AL102023,IDALIA,2023,2023-09-05,42.6,-59.8,40,987,100,180,200,80,0,0,0,0
AL102023,IDALIA,2023,2023-09-06,42.6,-60.5,35,988,50,180,180,60,0,0,0,0
AL102023,IDALIA,2023,2023-09-06,42.6,-61.4,35,991,50,180,180,60,0,0,0,0
AL102023,IDALIA,2023,2023-09-06,42.6,-62.0,35,992,50,180,180,60,0,0,0,0
AL102023,IDALIA,2023,2023-09-06,42.6,-62.8,35,994,50,180,180,60,0,0,0,0
AL102023,IDALIA,2023,2023-09-07,42.9,-62.9,30,996,0,0,0,0,0,0,0,0
AL102023,IDALIA,2023,2023-09-07,43.0,-62.1,30,998,0,0,0,0,0,0,0,0
AL102023,IDALIA,2023,2023-09-07,43.2,-61.1,30,1000,0,0,0,0,0,0,0,0
AL102023,IDALIA,2023,2023-09-07,43.6,-60.1,30,1001,0,0,0,0,0,0,0,0
AL102023,IDALIA,2023,2023-09-08,44.3,-59.3,30,1002,0,0,0,0,0,0,0,0
AL102023,IDALIA,2023,2023-09-08,45.2,-58.3,30,1003,0,0,0,0,0,0,0,0
AL132023,LEE,2023,2023-09-05,12.2,-39.6,30,1008,0,0,0,0,0,0,0,0
AL132023,LEE,2023,2023-09-05,12.9,-41.1,35,1006,60,0,0,60,0,0,0,0
AL132023,LEE,2023,2023-09-06,13.2,-42.5,45,1003,60,20,0,60,0,0,0,0
AL132023,LEE,2023,2023-09-06,13.5,-43.9,55,997,70,50,30,60,0,0,0,0
AL132023,LEE,2023,2023-09-06,14.0,-45.0,60,994,70,60,40,70,0,0,0,0
AL132023,LEE,2023,2023-09-06,14.6,-46.1,65,991,80,70,50,70,15,0,0,0
AL132023,LEE,2023,2023-09-07,15.1,-47.1,70,989,80,70,50,70,15,0,0,0
AL132023,LEE,2023,2023-09-07,15.6,-48.2,75,986,90,80,50,70,15,0,0,15
AL132023,LEE,2023,2023-09-07,16.1,-49.4,85,980,110,110,50,80,25,20,15,20
AL132023,LEE,2023,2023-09-07,16.6,-50.7,105,961,120,110,50,80,30,20,20,20
AL132023,LEE,2023,2023-09-08,17.0,-51.8,135,933,120,110,50,80,40,30,20,30
AL132023,LEE,2023,2023-09-08,17.5,-53.0,145,926,120,110,50,80,40,30,30,30
AL132023,LEE,2023,2023-09-08,17.9,-54.1,135,940,120,110,60,80,30,30,25,30
AL132023,LEE,2023,2023-09-08,18.5,-55.1,125,941,130,120,60,90,30,30,20,30
AL132023,LEE,2023,2023-09-09,19.0,-56.0,105,958,150,120,70,100,25,25,15,25
AL132023,LEE,2023,2023-09-09,19.5,-57.0,100,963,150,120,70,100,25,25,15,25
AL132023,LEE,2023,2023-09-09,20.0,-57.9,100,954,150,120,70,100,30,25,15,25
AL132023,LEE,2023,2023-09-09,20.4,-58.8,95,958,160,150,80,110,35,25,20,25
AL132023,LEE,2023,2023-09-10,20.8,-59.5,85,960,160,150,80,110,35,25,20,30
AL132023,LEE,2023,2023-09-10,21.2,-60.2,90,960,140,130,80,110,35,30,20,35
AL132023,LEE,2023,2023-09-10,21.5,-60.8,95,956,140,130,80,110,35,30,20,35
AL132023,LEE,2023,2023-09-10,21.9,-61.4,105,954,150,140,100,140,50,35,30,45
AL132023,LEE,2023,2023-09-11,22.3,-61.9,105,950,150,140,100,140,65,40,40,55
AL132023,LEE,2023,2023-09-11,22.8,-62.5,105,950,160,150,110,150,65,45,40,55
AL132023,LEE,2023,2023-09-11,23.2,-63.2,105,948,160,150,110,150,65,45,40,55
AL132023,LEE,2023,2023-09-11,23.5,-63.9,100,948,160,150,110,150,65,50,45,60
